row_id,HomePlanet,Destination,CryoSleep,Age,VIP,TotalSpent,HasGroup,Deck,Side,Transported
106,1.0,2.0,1.0,28.0,0.0,0.0,1.0,1.0,0.0,True
107,1.0,2.0,1.0,29.0,0.0,0.0,0.0,4.0,1.0,True
108,1.0,0.0,0.0,48.0,1.0,2654.0,0.0,1.0,1.0,True
109,0.0,2.0,0.0,64.0,0.0,804.0,0.0,5.0,0.0,True
110,0.0,2.0,0.0,27.0,0.0,907.0,0.0,6.0,1.0,False
111,2.0,2.0,1.0,26.0,0.0,0.0,0.0,5.0,0.0,True
112,1.0,2.0,0.0,33.0,0.0,2640.0,0.0,3.0,0.0,True
113,1.0,2.0,0.0,39.0,0.0,9307.0,1.0,0.0,0.0,False
114,1.0,2.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,True
115,2.0,2.0,1.0,24.0,0.0,0.0,0.0,5.0,0.0,True
116,0.0,2.0,0.0,29.0,0.0,773.0,0.0,6.0,1.0,False
117,0.0,2.0,0.0,18.0,0.0,702.0,0.0,5.0,0.0,False
118,2.0,2.0,1.0,67.0,0.0,0.0,0.0,5.0,1.0,True
119,2.0,2.0,0.0,35.0,0.0,1022.0,0.0,4.0,1.0,False
120,2.0,2.0,0.0,61.0,1.0,3014.0,1.0,3.0,1.0,False
121,2.0,2.0,0.0,45.0,0.0,2109.0,1.0,4.0,1.0,False
122,0.0,1.0,1.0,22.0,0.0,0.0,0.0,6.0,1.0,True
123,2.0,2.0,1.0,19.0,0.0,0.0,1.0,5.0,1.0,True
124,2.0,2.0,0.0,36.0,0.0,2738.0,1.0,3.0,1.0,False
125,0.0,2.0,0.0,19.0,0.0,744.0,0.0,6.0,0.0,True
126,0.0,1.0,0.0,47.0,0.0,721.0,0.0,6.0,1.0,False
127,0.0,2.0,1.0,13.0,0.0,0.0,1.0,6.0,0.0,True
128,0.0,2.0,0.0,34.0,0.0,793.0,1.0,4.0,0.0,False
129,1.0,0.0,1.0,35.0,0.0,0.0,0.0,2.0,1.0,True
130,0.0,2.0,1.0,24.0,0.0,0.0,1.0,6.0,0.0,True
131,0.0,2.0,0.0,26.0,0.0,902.0,1.0,5.0,0.0,False
132,2.0,2.0,0.0,31.0,0.0,1309.0,0.0,5.0,0.0,False
133,0.0,2.0,0.0,20.0,0.0,630.0,0.0,5.0,1.0,True
134,0.0,2.0,0.0,56.0,0.0,0.0,0.0,6.0,1.0,False
135,0.0,2.0,1.0,50.0,0.0,0.0,0.0,6.0,1.0,True
136,2.0,2.0,0.0,42.0,0.0,1158.0,0.0,5.0,0.0,False
137,0.0,0.0,1.0,11.0,0.0,0.0,0.0,6.0,1.0,True
138,0.0,0.0,1.0,38.0,0.0,0.0,0.0,6.0,0.0,False
139,0.0,2.0,0.0,41.0,0.0,607.0,0.0,5.0,0.0,False
140,0.0,2.0,0.0,22.0,0.0,4180.0,0.0,6.0,0.0,False
141,1.0,2.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0,True
142,1.0,2.0,1.0,17.0,0.0,0.0,1.0,1.0,0.0,True
143,0.0,2.0,0.0,57.0,0.0,885.0,1.0,6.0,1.0,True
144,0.0,1.0,1.0,17.0,0.0,0.0,1.0,6.0,1.0,False
145,2.0,2.0,1.0,35.0,0.0,0.0,0.0,5.0,0.0,True
146,2.0,2.0,1.0,13.0,0.0,0.0,1.0,5.0,1.0,True
147,2.0,2.0,0.0,27.0,0.0,1572.0,1.0,5.0,1.0,False
148,0.0,2.0,1.0,31.0,0.0,0.0,0.0,6.0,0.0,False
149,0.0,2.0,0.0,24.0,0.0,788.0,0.0,4.0,1.0,False
150,0.0,1.0,1.0,19.0,0.0,0.0,0.0,6.0,1.0,True
151,0.0,2.0,1.0,32.0,0.0,0.0,0.0,6.0,0.0,True
152,0.0,2.0,0.0,58.0,0.0,990.0,0.0,4.0,1.0,True
153,0.0,0.0,0.0,21.0,0.0,593.0,0.0,5.0,0.0,False
154,1.0,2.0,0.0,38.0,0.0,27428.0,0.0,1.0,1.0,False
155,2.0,2.0,0.0,38.0,0.0,3722.0,0.0,3.0,1.0,False
156,0.0,2.0,0.0,19.0,0.0,906.0,1.0,6.0,0.0,True
157,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,False
158,0.0,2.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,True
159,0.0,2.0,0.0,20.0,0.0,394.0,0.0,6.0,0.0,False
160,1.0,2.0,1.0,24.0,0.0,0.0,0.0,2.0,0.0,True
161,0.0,2.0,0.0,37.0,0.0,821.0,0.0,5.0,1.0,True
162,0.0,2.0,0.0,25.0,0.0,1018.0,0.0,6.0,0.0,False
163,0.0,2.0,1.0,56.0,0.0,0.0,0.0,6.0,1.0,True
164,0.0,0.0,0.0,49.0,0.0,788.0,0.0,4.0,0.0,False
165,0.0,0.0,1.0,11.0,0.0,0.0,0.0,6.0,1.0,False
166,0.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,True
167,0.0,2.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,False
168,0.0,2.0,0.0,39.0,0.0,908.0,1.0,6.0,0.0,False
169,2.0,2.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,True
170,2.0,2.0,0.0,23.0,0.0,0.0,1.0,5.0,0.0,False
171,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,True
172,2.0,2.0,0.0,39.0,0.0,1273.0,0.0,5.0,0.0,True
173,2.0,1.0,0.0,25.0,0.0,1778.0,0.0,3.0,0.0,False
174,1.0,2.0,0.0,36.0,0.0,2342.0,0.0,2.0,0.0,False
175,0.0,1.0,1.0,52.0,0.0,0.0,0.0,6.0,0.0,True
176,0.0,2.0,1.0,18.0,0.0,0.0,0.0,6.0,1.0,False
177,0.0,2.0,1.0,15.0,0.0,0.0,0.0,6.0,0.0,True
178,1.0,2.0,1.0,35.0,0.0,0.0,1.0,1.0,1.0,True
179,1.0,2.0,1.0,47.0,0.0,0.0,1.0,1.0,1.0,True
180,1.0,0.0,1.0,45.0,0.0,0.0,1.0,1.0,0.0,True
181,1.0,0.0,0.0,65.0,0.0,4565.0,1.0,0.0,0.0,True
182,1.0,2.0,1.0,51.0,0.0,0.0,0.0,2.0,1.0,True
183,0.0,2.0,0.0,29.0,0.0,773.0,0.0,6.0,1.0,False
184,1.0,0.0,0.0,65.0,0.0,2981.0,0.0,2.0,1.0,True
185,0.0,1.0,1.0,19.0,0.0,0.0,0.0,6.0,0.0,False
186,1.0,0.0,1.0,24.0,0.0,0.0,0.0,3.0,0.0,True
187,2.0,2.0,0.0,29.0,0.0,1040.0,1.0,5.0,0.0,True
188,2.0,2.0,1.0,11.0,0.0,0.0,1.0,5.0,0.0,True
189,2.0,2.0,0.0,17.0,0.0,1337.0,1.0,5.0,0.0,False
190,0.0,2.0,0.0,13.0,0.0,982.0,1.0,4.0,0.0,False
191,0.0,2.0,0.0,35.0,0.0,732.0,1.0,5.0,0.0,False
192,0.0,2.0,0.0,21.0,0.0,794.0,0.0,5.0,0.0,False
193,0.0,0.0,0.0,21.0,0.0,1974.0,0.0,5.0,1.0,False
194,0.0,2.0,0.0,38.0,0.0,1544.0,0.0,5.0,0.0,False
195,0.0,2.0,1.0,19.0,0.0,0.0,0.0,6.0,0.0,True
196,0.0,2.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,True
197,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,True
198,0.0,2.0,1.0,13.0,0.0,0.0,1.0,6.0,0.0,False
199,0.0,2.0,0.0,25.0,0.0,826.0,1.0,4.0,0.0,False
200,0.0,2.0,0.0,16.0,0.0,1102.0,1.0,5.0,0.0,False
201,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,False
202,0.0,2.0,1.0,15.0,0.0,0.0,1.0,6.0,0.0,True
203,2.0,0.0,0.0,21.0,0.0,2356.0,1.0,4.0,1.0,False
204,2.0,2.0,0.0,23.0,0.0,1298.0,1.0,4.0,1.0,False
205,2.0,2.0,0.0,33.0,0.0,2134.0,1.0,4.0,1.0,False
206,2.0,2.0,1.0,21.0,0.0,0.0,1.0,4.0,1.0,True
207,2.0,2.0,0.0,41.0,0.0,2597.0,1.0,4.0,1.0,False
208,2.0,2.0,0.0,16.0,0.0,1370.0,1.0,4.0,1.0,False
209,2.0,2.0,1.0,42.0,0.0,0.0,1.0,4.0,1.0,False
210,2.0,2.0,0.0,20.0,0.0,1417.0,1.0,5.0,1.0,False
211,2.0,2.0,1.0,24.0,0.0,0.0,1.0,5.0,1.0,True
212,2.0,2.0,1.0,16.0,0.0,0.0,1.0,4.0,1.0,True
213,0.0,2.0,0.0,21.0,0.0,676.0,0.0,6.0,1.0,False
214,2.0,2.0,0.0,32.0,1.0,1820.0,0.0,5.0,1.0,False
215,0.0,1.0,1.0,58.0,0.0,0.0,0.0,6.0,0.0,True
216,0.0,2.0,0.0,24.0,0.0,803.0,0.0,5.0,1.0,False
217,2.0,2.0,0.0,30.0,0.0,1806.0,0.0,5.0,1.0,False
218,0.0,1.0,1.0,27.0,0.0,0.0,0.0,6.0,1.0,False
219,2.0,2.0,0.0,32.0,0.0,1750.0,0.0,5.0,1.0,False
220,0.0,2.0,0.0,43.0,0.0,1362.0,0.0,5.0,0.0,False
221,1.0,2.0,1.0,42.0,0.0,0.0,0.0,1.0,0.0,True
222,2.0,2.0,0.0,37.0,0.0,1048.0,0.0,4.0,1.0,False
223,2.0,2.0,1.0,35.0,0.0,0.0,0.0,5.0,0.0,True
224,1.0,0.0,0.0,33.0,0.0,7177.0,0.0,4.0,0.0,False
225,0.0,2.0,0.0,18.0,0.0,1288.0,0.0,5.0,1.0,False
226,0.0,2.0,1.0,21.0,0.0,0.0,0.0,6.0,1.0,False
227,2.0,2.0,1.0,43.0,0.0,0.0,1.0,5.0,1.0,True
228,2.0,0.0,1.0,14.0,0.0,0.0,1.0,5.0,1.0,True
229,1.0,0.0,0.0,46.0,0.0,3578.0,1.0,2.0,0.0,True
230,1.0,2.0,0.0,33.0,0.0,12378.0,1.0,2.0,0.0,False
231,2.0,2.0,0.0,21.0,0.0,3261.0,0.0,3.0,0.0,False
232,1.0,2.0,0.0,33.0,0.0,9684.0,0.0,2.0,1.0,False
233,0.0,1.0,1.0,47.0,0.0,0.0,0.0,6.0,1.0,False
234,1.0,0.0,1.0,54.0,0.0,0.0,0.0,2.0,1.0,True
235,0.0,2.0,0.0,30.0,0.0,1571.0,0.0,5.0,0.0,False
236,0.0,2.0,0.0,29.0,0.0,888.0,0.0,6.0,0.0,False
237,0.0,2.0,0.0,21.0,0.0,1290.0,0.0,5.0,0.0,True
238,1.0,2.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,True
239,2.0,0.0,0.0,21.0,0.0,1190.0,1.0,5.0,1.0,False
240,2.0,2.0,1.0,60.0,0.0,0.0,1.0,5.0,1.0,True
241,0.0,2.0,0.0,22.0,0.0,704.0,0.0,5.0,1.0,False
242,1.0,2.0,0.0,26.0,0.0,7845.0,0.0,4.0,1.0,False
243,0.0,2.0,0.0,26.0,0.0,898.0,0.0,5.0,0.0,False
244,0.0,2.0,1.0,28.0,0.0,0.0,0.0,6.0,0.0,True
245,1.0,2.0,1.0,39.0,0.0,0.0,0.0,3.0,1.0,True
246,0.0,2.0,0.0,13.0,0.0,873.0,0.0,5.0,1.0,False
247,0.0,0.0,0.0,47.0,0.0,823.0,0.0,5.0,1.0,True
248,0.0,2.0,0.0,63.0,0.0,1393.0,0.0,5.0,0.0,False
249,1.0,0.0,1.0,28.0,0.0,0.0,0.0,3.0,1.0,True
250,0.0,0.0,0.0,50.0,0.0,2487.0,0.0,5.0,0.0,True
251,0.0,2.0,0.0,35.0,0.0,732.0,1.0,5.0,0.0,False
252,0.0,2.0,0.0,45.0,0.0,444.0,1.0,6.0,0.0,False
253,0.0,2.0,0.0,19.0,0.0,2078.0,0.0,5.0,0.0,True
254,0.0,2.0,0.0,21.0,0.0,918.0,0.0,5.0,1.0,True
255,0.0,1.0,1.0,29.0,0.0,0.0,1.0,6.0,0.0,True
256,0.0,2.0,0.0,22.0,0.0,803.0,1.0,5.0,0.0,True
257,1.0,2.0,1.0,14.0,0.0,0.0,1.0,4.0,0.0,True
258,1.0,0.0,1.0,42.0,0.0,0.0,1.0,4.0,0.0,True
259,0.0,0.0,0.0,57.0,0.0,1488.0,0.0,5.0,0.0,False
260,1.0,0.0,1.0,39.0,0.0,0.0,1.0,3.0,1.0,True
261,1.0,2.0,0.0,28.0,0.0,2085.0,1.0,1.0,0.0,False
262,0.0,0.0,0.0,19.0,0.0,828.0,0.0,5.0,1.0,False
263,1.0,0.0,1.0,19.0,0.0,0.0,0.0,2.0,1.0,True
264,1.0,0.0,0.0,26.0,0.0,5877.0,1.0,1.0,1.0,True
265,1.0,2.0,1.0,17.0,0.0,0.0,1.0,1.0,1.0,True
266,1.0,2.0,1.0,43.0,0.0,0.0,1.0,1.0,1.0,True
267,1.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,True
268,1.0,2.0,0.0,40.0,0.0,7678.0,0.0,3.0,1.0,True
269,1.0,2.0,1.0,50.0,0.0,0.0,0.0,1.0,1.0,True
270,0.0,2.0,0.0,24.0,0.0,1433.0,0.0,6.0,0.0,True
271,1.0,0.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,True
272,0.0,2.0,1.0,16.0,0.0,0.0,0.0,6.0,1.0,False
273,0.0,2.0,0.0,23.0,0.0,1385.0,0.0,5.0,0.0,False
274,0.0,2.0,1.0,23.0,0.0,0.0,0.0,6.0,1.0,True
275,1.0,2.0,0.0,28.0,0.0,7439.0,0.0,4.0,1.0,False
276,1.0,0.0,0.0,23.0,0.0,3073.0,0.0,2.0,0.0,False
277,0.0,2.0,0.0,23.0,0.0,904.0,0.0,4.0,1.0,False
278,0.0,2.0,0.0,18.0,0.0,1359.0,0.0,5.0,1.0,True
279,0.0,2.0,0.0,18.0,0.0,1357.0,0.0,5.0,1.0,False
280,1.0,2.0,0.0,67.0,0.0,3662.0,0.0,1.0,0.0,False
281,0.0,1.0,0.0,60.0,0.0,552.0,1.0,5.0,0.0,True
282,0.0,0.0,1.0,4.0,0.0,0.0,1.0,6.0,0.0,True
283,0.0,0.0,0.0,49.0,0.0,649.0,1.0,5.0,0.0,True
284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,True
285,0.0,0.0,0.0,26.0,0.0,1790.0,0.0,6.0,0.0,False
286,0.0,1.0,1.0,35.0,0.0,0.0,0.0,6.0,1.0,True
287,1.0,2.0,0.0,24.0,0.0,0.0,1.0,1.0,1.0,True
288,1.0,2.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,True
289,0.0,2.0,0.0,18.0,0.0,705.0,1.0,6.0,1.0,False
290,0.0,2.0,0.0,21.0,0.0,885.0,1.0,6.0,1.0,False
291,0.0,2.0,0.0,59.0,1.0,1227.0,0.0,5.0,1.0,False
292,0.0,1.0,1.0,13.0,0.0,0.0,0.0,6.0,1.0,False
293,0.0,0.0,1.0,43.0,0.0,0.0,0.0,6.0,0.0,False
294,0.0,2.0,1.0,29.0,0.0,0.0,0.0,6.0,1.0,False
295,0.0,2.0,0.0,19.0,0.0,803.0,0.0,5.0,0.0,True
296,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,True
297,1.0,2.0,0.0,32.0,0.0,5146.0,1.0,2.0,1.0,True
298,1.0,2.0,0.0,33.0,0.0,2168.0,1.0,2.0,1.0,False
299,0.0,2.0,0.0,25.0,0.0,803.0,0.0,5.0,0.0,False
300,2.0,0.0,1.0,29.0,0.0,0.0,0.0,5.0,0.0,True
301,2.0,2.0,0.0,29.0,0.0,7404.0,0.0,5.0,1.0,False
302,0.0,2.0,0.0,44.0,0.0,712.0,0.0,5.0,0.0,False
303,2.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,True
304,2.0,2.0,0.0,19.0,0.0,2460.0,1.0,5.0,1.0,True
305,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,True
306,0.0,2.0,1.0,18.0,0.0,0.0,0.0,6.0,1.0,True
307,1.0,0.0,1.0,38.0,0.0,0.0,0.0,1.0,1.0,True
308,0.0,1.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,False
309,0.0,1.0,0.0,31.0,0.0,1302.0,0.0,5.0,0.0,False
310,2.0,2.0,1.0,30.0,0.0,0.0,0.0,4.0,1.0,False
311,0.0,0.0,1.0,15.0,0.0,0.0,0.0,6.0,0.0,True
312,2.0,2.0,0.0,27.0,0.0,1868.0,0.0,5.0,1.0,False
313,2.0,2.0,0.0,22.0,0.0,3223.0,1.0,3.0,0.0,True
314,2.0,2.0,0.0,36.0,0.0,2385.0,1.0,3.0,1.0,True
315,0.0,1.0,1.0,14.0,0.0,0.0,0.0,6.0,0.0,True
316,2.0,2.0,0.0,23.0,0.0,4976.0,0.0,5.0,0.0,False
317,0.0,2.0,1.0,18.0,0.0,0.0,0.0,6.0,1.0,True
318,1.0,0.0,1.0,36.0,0.0,0.0,0.0,1.0,0.0,True
319,0.0,2.0,0.0,41.0,0.0,872.0,0.0,5.0,1.0,False
320,0.0,2.0,1.0,50.0,0.0,0.0,1.0,6.0,1.0,True
321,0.0,1.0,1.0,32.0,0.0,0.0,1.0,6.0,1.0,True
322,0.0,1.0,0.0,26.0,0.0,689.0,0.0,5.0,1.0,False
323,0.0,2.0,0.0,15.0,0.0,715.0,0.0,5.0,1.0,False
324,0.0,0.0,0.0,33.0,0.0,733.0,0.0,5.0,1.0,True
325,0.0,0.0,0.0,15.0,0.0,706.0,0.0,6.0,1.0,False
326,2.0,2.0,0.0,26.0,0.0,7405.0,1.0,5.0,0.0,False
327,2.0,2.0,1.0,61.0,0.0,0.0,1.0,5.0,0.0,True
328,0.0,2.0,0.0,24.0,0.0,827.0,0.0,6.0,1.0,True
329,0.0,2.0,0.0,30.0,0.0,1559.0,0.0,5.0,0.0,False
330,2.0,2.0,1.0,24.0,0.0,0.0,0.0,5.0,0.0,True
331,0.0,2.0,0.0,24.0,0.0,2771.0,0.0,5.0,0.0,False
332,0.0,2.0,1.0,41.0,0.0,0.0,0.0,6.0,0.0,False
333,0.0,2.0,0.0,20.0,0.0,788.0,0.0,4.0,0.0,False
334,0.0,2.0,0.0,22.0,0.0,908.0,0.0,6.0,1.0,True
335,1.0,0.0,0.0,63.0,0.0,9432.0,0.0,2.0,1.0,False
336,1.0,0.0,0.0,18.0,0.0,6065.0,1.0,1.0,1.0,False
337,1.0,0.0,1.0,21.0,0.0,0.0,1.0,1.0,1.0,True
338,1.0,2.0,0.0,79.0,0.0,10645.0,1.0,1.0,1.0,False
339,1.0,2.0,1.0,56.0,0.0,0.0,1.0,1.0,1.0,True
340,1.0,2.0,1.0,13.0,0.0,0.0,1.0,1.0,1.0,True
341,1.0,2.0,0.0,33.0,0.0,4729.0,1.0,1.0,1.0,False
342,1.0,2.0,1.0,32.0,0.0,0.0,1.0,1.0,1.0,True
343,0.0,2.0,0.0,31.0,0.0,953.0,0.0,6.0,0.0,True
